CustID	age	default	balance	housing	loan	contact
29028	28	no	102	no	no	cellular
29029	30	no	6	yes	no	cellular
29030	48	no	769	no	yes	cellular
29031	55	no	8585	no	no	telephone
29032	41	no	0	no	no	cellular
29033	55	no	559	no	no	cellular
29034	42	no	429	no	no	cellular
29035	52	no	1392	no	no	cellular
29036	45	no	103	no	no	cellular
29037	42	no	802	no	no	telephone
29038	42	no	0	no	no	cellular
29039	29	no	54	no	no	cellular
29040	27	no	140	no	no	telephone
29041	43	no	1796	no	no	cellular
29042	45	no	672	yes	no	telephone
29043	27	no	1013	no	no	cellular
29044	27	no	760	no	no	cellular
29045	44	no	-199	no	no	cellular
29046	32	no	1918	no	no	cellular
29047	26	no	2020	no	no	telephone
29048	49	no	-507	no	no	telephone
29049	50	no	-70	yes	yes	cellular
29050	54	no	1288	no	no	cellular
29051	45	no	-33	no	no	cellular
29052	28	no	78	no	no	cellular
29053	46	no	1227	no	no	telephone
29054	51	no	2244	no	no	telephone
29055	59	no	208	no	yes	cellular
29056	35	no	0	no	no	cellular
29057	33	no	664	no	no	cellular
29058	39	no	0	no	no	cellular
29059	30	no	358	no	no	cellular
29060	53	no	811	no	no	cellular
29061	34	no	239	no	no	cellular
29062	42	no	583	no	no	cellular
29063	40	no	366	yes	yes	cellular
29064	47	no	644	no	no	telephone
29065	37	no	51	no	yes	cellular
29066	55	no	1470	no	no	telephone
29067	26	no	622	no	no	cellular
29068	27	no	585	no	no	cellular
29069	54	no	922	no	no	telephone
29070	59	no	4457	no	no	cellular
29071	37	no	37	no	no	cellular
29072	47	no	1128	no	no	cellular
29073	31	no	308	yes	yes	cellular
29074	44	no	0	no	no	cellular
29075	32	no	1218	yes	no	telephone
29076	53	no	549	no	no	telephone
29077	39	no	24	yes	no	cellular
29078	53	no	637	no	no	cellular
29079	39	no	14	no	no	cellular
29080	33	no	1	no	no	cellular
29081	49	no	350	no	no	cellular
29082	28	no	95	no	no	telephone
29083	53	no	311	no	no	telephone
29084	35	no	1803	no	no	cellular
29085	30	no	1235	no	no	cellular
29086	46	no	1264	no	no	telephone
29087	54	no	-24	no	no	telephone
29088	54	no	310	yes	no	telephone
29089	29	no	317	no	no	cellular
29090	51	no	2662	no	no	telephone
29091	28	no	20	no	no	cellular
29092	28	no	78	no	no	cellular
29093	48	no	375	no	no	cellular
29094	26	no	4130	no	no	cellular
29095	35	no	2	no	no	telephone
29096	31	no	1709	no	yes	telephone
29097	32	no	197	no	no	cellular
29098	31	yes	-10	no	no	cellular
29099	51	no	394	no	no	telephone
29100	29	no	376	no	yes	telephone
29101	53	no	8	no	no	cellular
29102	35	no	-257	no	no	cellular
29103	46	no	578	no	no	cellular
29104	30	no	800	no	no	telephone
29105	40	no	399	no	no	cellular
29106	45	no	-96	no	no	cellular
29107	51	no	413	yes	no	telephone
29108	55	no	1161	yes	no	cellular
29109	33	no	3770	no	no	cellular
29110	47	no	95	yes	yes	telephone
29111	29	no	67	no	no	cellular
29112	37	no	4721	no	no	telephone
29113	48	no	0	no	no	cellular
29114	29	no	1027	no	no	cellular
29115	42	no	177	no	no	telephone
29116	31	no	374	no	no	telephone
29117	37	no	695	no	no	cellular
29118	48	no	438	no	no	cellular
29119	35	no	0	no	no	telephone
29120	43	no	182	no	no	cellular
29121	30	no	486	no	no	cellular
29122	38	no	2346	yes	no	cellular
29123	43	no	595	no	no	telephone
29124	27	no	0	no	yes	telephone
29125	49	no	557	yes	no	cellular
29126	31	no	86	no	no	cellular
29127	32	no	4638	no	no	cellular
29128	30	no	370	no	no	cellular
29129	26	no	289	no	no	cellular
29130	26	no	782	no	no	cellular
29131	34	no	1988	yes	no	telephone
29132	26	no	206	no	no	cellular
29133	57	no	1504	yes	no	cellular
29134	40	no	232	no	no	cellular
29135	33	no	118	no	no	cellular
29136	30	no	0	no	no	cellular
29137	33	no	360	yes	no	cellular
29138	33	no	459	yes	no	cellular
29139	34	no	407	no	no	cellular
29140	35	no	-259	yes	no	cellular
29141	60	no	2041	no	no	telephone
29142	29	no	1296	yes	yes	cellular
29143	32	no	257	yes	yes	cellular
29144	43	no	373	no	no	telephone
29145	55	no	955	yes	no	cellular
29146	33	no	13	yes	no	cellular
29147	59	no	-411	no	no	cellular
29148	31	no	92	yes	no	telephone
29149	53	no	164	no	no	cellular
29150	32	no	0	yes	yes	cellular
29151	46	no	120	yes	yes	cellular
29152	29	no	2	no	yes	cellular
29153	36	no	532	yes	no	cellular
29154	36	no	-290	yes	yes	cellular
29155	26	no	152	no	yes	cellular
29156	28	no	1638	no	no	cellular
29157	35	no	2880	no	no	cellular
29158	37	no	4769	no	no	cellular
29159	34	no	673	yes	no	cellular
29160	37	no	86	no	no	cellular
29161	39	no	272	yes	yes	cellular
29162	35	no	221	no	no	cellular
29163	48	no	133	yes	yes	cellular
29164	31	no	50	no	no	cellular
29165	30	no	336	no	no	cellular
29166	34	no	557	yes	no	cellular
29167	36	no	36	yes	no	cellular
29168	36	no	313	yes	no	cellular
29169	47	no	1425	no	no	cellular
29170	60	no	-79	yes	yes	cellular
29171	36	no	498	yes	no	cellular
29172	27	no	50	no	no	cellular
29173	36	no	319	yes	no	cellular
29174	46	no	521	yes	no	cellular
29175	57	no	427	no	no	cellular
29176	32	no	223	no	no	cellular
29177	42	no	-259	no	yes	cellular
29178	45	no	-90	yes	no	cellular
29179	47	no	676	yes	no	cellular
29180	35	no	149	yes	no	cellular
29181	49	no	-199	yes	yes	cellular
29182	32	no	268	no	no	cellular
29183	60	no	478	no	no	cellular
29184	37	no	345	yes	no	cellular
29185	26	no	455	no	no	cellular
29186	33	no	893	yes	no	cellular
29187	50	no	567	yes	no	cellular
29188	46	no	294	yes	no	cellular
29189	59	no	1857	no	no	cellular
29190	27	no	980	no	no	cellular
29191	32	no	486	no	no	cellular
29192	30	no	1422	yes	yes	cellular
29193	35	no	343	no	no	cellular
29194	27	yes	254	yes	yes	cellular
29195	47	no	47	no	no	cellular
29196	39	no	547	yes	no	cellular
29197	41	no	-412	yes	no	cellular
29198	47	no	1125	yes	no	cellular
29199	53	no	-76	no	no	cellular
29200	29	no	323	no	no	cellular
29201	59	no	-296	no	yes	cellular
29202	26	no	252	yes	no	cellular
29203	37	no	594	yes	no	cellular
29204	32	no	262	no	no	cellular
29205	54	no	0	yes	no	cellular
29206	51	no	0	yes	no	telephone
29207	29	no	415	no	no	cellular
29208	28	no	629	yes	no	cellular
29209	59	no	176	no	no	cellular
29210	29	no	97	yes	no	cellular
29211	41	no	350	yes	no	cellular
29212	53	no	1770	no	no	cellular
29213	49	no	399	no	no	cellular
29214	59	no	1245	no	no	cellular
29215	31	no	1120	yes	no	cellular
29216	33	no	22	no	no	cellular
29217	48	no	717	no	no	cellular
29218	41	no	1322	yes	no	cellular
29219	27	no	73	no	no	cellular
29220	35	no	111	yes	no	cellular
29221	53	yes	-462	no	no	cellular
29222	53	no	388	yes	yes	cellular
29223	34	no	498	yes	no	cellular
29224	55	no	273	yes	no	cellular
29225	37	no	1330	yes	no	cellular
29226	40	no	956	yes	no	cellular
29227	28	no	-97	yes	no	cellular
29228	31	no	547	yes	no	cellular
29229	42	no	299	yes	no	cellular
29230	31	no	1073	yes	no	telephone
29231	32	no	283	yes	no	cellular
29232	41	no	2665	yes	no	cellular
29233	31	no	424	no	no	cellular
29234	54	no	294	yes	no	cellular
29235	45	no	707	yes	no	cellular
29236	27	no	791	no	no	cellular
29237	31	no	732	yes	no	cellular
29238	29	no	550	no	no	cellular
29239	38	no	-274	yes	yes	cellular
29240	32	no	540	no	yes	cellular
29241	48	no	1496	yes	no	telephone
29242	55	no	0	no	no	cellular
29243	29	no	251	no	no	cellular
29244	26	no	941	no	no	cellular
29245	37	no	443	no	no	cellular
29246	52	no	1724	no	no	cellular
29247	58	no	44	yes	no	cellular
29248	26	no	205	no	no	cellular
29249	57	no	2743	no	no	cellular
29250	39	no	263	yes	no	cellular
29251	34	no	303	yes	no	cellular
29252	32	yes	4	no	no	cellular
29253	35	no	474	yes	yes	cellular
29254	36	no	-155	yes	no	cellular
29255	35	no	81	yes	no	cellular
29256	30	no	-386	yes	no	cellular
29257	30	no	19	no	no	cellular
29258	30	no	783	no	yes	cellular
29259	53	no	232	yes	no	telephone
29260	35	no	1385	yes	no	cellular
29261	36	no	0	yes	no	cellular
29262	53	no	1405	yes	yes	cellular
29263	34	no	16992	yes	no	cellular
29264	36	no	-557	yes	yes	cellular
29265	40	no	388	no	no	cellular
29266	33	no	1345	yes	no	cellular
29267	35	no	4959	no	no	cellular
29268	35	no	1239	yes	no	cellular
29269	33	no	-81	yes	no	cellular
29270	42	no	-1	no	no	cellular
29271	48	no	1513	no	no	cellular
29272	29	no	246	yes	no	cellular
29273	27	no	145	no	no	cellular
29274	45	no	4022	yes	no	cellular
29275	40	no	1361	no	no	cellular
29276	52	no	-110	no	yes	cellular
29277	32	no	566	yes	no	cellular
29278	53	no	2687	yes	no	cellular
29279	33	no	603	yes	no	cellular
29280	36	no	135	yes	no	cellular
29281	60	no	3875	yes	no	cellular
29282	37	no	1694	yes	yes	cellular
29283	44	no	5418	yes	yes	cellular
29284	47	no	440	no	no	cellular
29285	32	no	634	no	no	cellular
29286	34	no	276	no	no	cellular
29287	28	no	172	yes	no	cellular
29288	44	no	-264	yes	no	cellular
29289	46	no	660	yes	no	cellular
29290	40	no	94	yes	no	cellular
29291	38	no	-241	no	no	cellular
29292	35	no	285	yes	no	cellular
29293	58	no	499	yes	yes	cellular
29294	38	no	-33	no	no	cellular
29295	30	no	193	yes	no	cellular
29296	26	no	3360	yes	no	cellular
29297	44	no	287	no	no	cellular
29298	53	no	71	no	yes	cellular
29299	34	no	647	yes	no	cellular
29300	28	no	60	no	yes	cellular
29301	34	no	718	yes	no	cellular
29302	29	no	163	yes	yes	cellular
29303	38	no	478	no	no	cellular
29304	28	no	28	no	no	cellular
29305	46	no	466	yes	no	cellular
29306	45	no	487	yes	no	cellular
29307	29	no	2768	yes	no	cellular
29308	49	no	50	yes	yes	cellular
29309	41	no	1141	yes	no	cellular
29310	48	no	0	no	no	cellular
29311	35	no	128	no	yes	cellular
29312	34	no	-185	no	no	cellular
29313	32	no	160	yes	no	telephone
29314	35	no	1820	yes	yes	cellular
29315	30	no	146	yes	no	cellular
29316	31	no	1025	no	no	cellular
29317	45	no	789	no	yes	cellular
29318	31	no	360	yes	yes	cellular
29319	42	no	1152	yes	no	cellular
29320	38	no	1927	yes	yes	cellular
29321	31	no	83	no	no	cellular
29322	40	no	351	yes	no	cellular
29323	32	no	-32	no	no	cellular
29324	35	no	645	yes	no	cellular
29325	34	no	391	yes	no	cellular
29326	37	no	183	yes	no	cellular
29327	56	no	545	yes	no	cellular
29328	47	no	1144	no	yes	cellular
29329	38	no	1418	no	no	cellular
29330	50	no	380	yes	no	cellular
29331	43	no	2940	no	no	cellular
29332	38	no	1077	yes	yes	cellular
29333	48	no	929	no	no	cellular
29334	31	no	242	no	no	cellular
29335	35	no	175	yes	no	cellular
29336	28	no	0	yes	no	cellular
29337	49	no	235	no	no	cellular
29338	33	no	854	yes	yes	cellular
29339	36	no	268	no	yes	cellular
29340	26	no	523	no	no	cellular
29341	27	no	1209	no	no	cellular
29342	53	no	-46	no	no	cellular
29343	39	no	648	yes	no	cellular
29344	33	no	108	yes	no	cellular
29345	28	no	682	yes	no	cellular
29346	28	no	1391	yes	no	cellular
29347	27	no	1167	no	no	cellular
29348	59	no	2365	no	yes	cellular
29349	44	no	149	yes	no	cellular
29350	56	no	420	yes	no	cellular
29351	32	no	0	no	no	cellular
29352	35	no	-272	no	yes	cellular
29353	56	no	84	no	no	cellular
29354	33	no	973	no	no	cellular
29355	30	no	554	yes	no	cellular
29356	49	no	178	yes	yes	cellular
29357	36	no	188	no	no	cellular
29358	39	no	1281	yes	yes	cellular
29359	59	no	499	no	no	cellular
29360	50	no	2061	yes	yes	cellular
29361	28	no	255	yes	no	cellular
29362	55	no	119	no	no	cellular
29363	30	no	726	no	no	cellular
29364	34	no	341	no	yes	cellular
29365	41	no	386	no	no	cellular
29366	41	no	16	no	no	cellular
29367	34	no	381	yes	no	cellular
29368	33	no	0	yes	no	cellular
29369	34	no	451	no	no	cellular
29370	31	no	678	yes	no	cellular
29371	26	no	1213	no	no	cellular
29372	36	no	658	yes	no	cellular
29373	37	no	195	yes	no	cellular
29374	35	no	1242	yes	no	cellular
29375	28	no	1034	no	no	cellular
29376	37	yes	-22	no	no	cellular
29377	26	yes	-402	no	yes	cellular
29378	31	no	3914	no	yes	cellular
29379	37	no	328	no	no	cellular
29380	52	no	596	yes	no	cellular
29381	41	no	537	yes	no	cellular
29382	50	no	1227	no	no	cellular
29383	32	no	869	yes	no	cellular
29384	30	no	60	no	no	cellular
29385	32	no	138	yes	no	cellular
29386	39	no	1099	no	no	cellular
29387	40	yes	45	no	yes	cellular
29388	27	no	10536	no	no	cellular
29389	46	no	589	no	no	cellular
29390	27	no	-209	yes	yes	cellular
29391	54	no	433	no	no	cellular
29392	35	no	147	yes	yes	cellular
29393	29	no	1258	yes	no	cellular
29394	32	no	1139	yes	no	cellular
29395	43	no	620	no	yes	cellular
29396	53	no	354	yes	no	cellular
29397	33	no	1590	no	no	cellular
29398	38	no	2329	yes	no	cellular
29399	37	no	1152	no	no	cellular
29400	46	no	270	yes	yes	cellular
29401	40	no	172	no	no	cellular
29402	51	no	873	no	no	cellular
29403	47	no	475	yes	yes	cellular
29404	30	no	1018	yes	no	cellular
29405	33	no	-144	no	no	cellular
29406	57	no	596	no	no	cellular
29407	28	no	959	yes	no	cellular
29408	38	no	406	yes	no	cellular
29409	45	no	300	yes	no	cellular
29410	30	no	229	no	no	cellular
29411	28	no	278	no	yes	cellular
29412	34	no	349	yes	yes	cellular
29413	55	no	2923	yes	no	cellular
29414	59	no	671	yes	yes	cellular
29415	53	no	367	yes	yes	cellular
29416	52	no	1	no	no	cellular
29417	39	no	1889	no	no	cellular
29418	35	no	1100	no	yes	cellular
29419	39	no	208	yes	no	cellular
29420	52	no	1618	no	no	cellular
29421	33	no	1279	yes	no	cellular
29422	60	no	-49	yes	no	cellular
29423	27	no	954	no	no	cellular
29424	29	no	914	yes	no	cellular
29425	45	no	1269	yes	no	cellular
29426	32	no	569	no	yes	cellular
29427	38	no	2978	yes	no	cellular
29428	32	no	604	no	no	cellular
29429	53	no	246	yes	no	cellular
29430	58	no	414	no	no	cellular
29431	38	no	16957	yes	no	telephone
29432	28	no	232	yes	yes	cellular
29433	39	no	1837	no	no	cellular
29434	34	no	3080	no	no	cellular
29435	40	no	4168	yes	no	cellular
29436	26	no	155	yes	no	cellular
29437	53	no	393	no	no	cellular
29438	43	no	474	no	no	cellular
29439	53	yes	945	no	no	cellular
29440	38	no	1354	yes	no	cellular
29441	26	no	94	no	no	cellular
29442	32	no	342	no	no	cellular
29443	55	no	-284	no	yes	cellular
29444	59	no	541	no	no	cellular
29445	44	no	1	no	no	cellular
29446	49	no	87	no	no	cellular
29447	47	no	0	no	no	cellular
29448	27	no	671	yes	no	cellular
29449	27	no	2735	yes	no	cellular
29450	33	no	484	yes	no	cellular
29451	34	no	892	yes	no	telephone
29452	31	no	211	no	no	cellular
29453	31	no	326	no	yes	cellular
29454	27	no	667	no	no	cellular
29455	27	no	1000	no	no	cellular
29456	46	no	-3	yes	no	cellular
29457	31	no	81	yes	no	cellular
29458	36	no	4634	no	no	cellular
29459	31	no	6	yes	no	cellular
29460	30	no	1009	yes	no	cellular
29461	28	no	1823	no	no	cellular
29462	31	no	1015	no	no	cellular
29463	38	no	560	no	no	cellular
29464	57	no	381	no	no	cellular
29465	29	no	314	yes	no	cellular
29466	26	no	-101	no	yes	cellular
29467	26	no	397	no	no	cellular
29468	28	no	250	no	yes	cellular
29469	51	no	723	no	no	cellular
29470	28	no	1955	no	no	cellular
29471	36	no	659	yes	no	cellular
29472	26	no	826	no	no	cellular
29473	60	no	615	yes	no	cellular
29474	33	no	145	yes	no	cellular
29475	31	no	229	no	no	cellular
29476	45	no	398	yes	no	cellular
29477	27	no	1459	yes	no	telephone
29478	56	no	6507	yes	yes	cellular
29479	32	no	98	yes	no	cellular
29480	28	no	882	no	yes	cellular
29481	40	no	56	yes	yes	cellular
29482	26	no	1346	no	no	cellular
29483	29	no	430	no	yes	cellular
29484	30	no	1192	no	no	cellular
29485	26	no	2613	no	no	cellular
29486	33	no	-452	no	no	cellular
29487	42	no	227	yes	yes	cellular
29488	27	no	834	no	no	cellular
29489	58	no	1298	yes	no	cellular
29490	28	no	527	yes	no	cellular
29491	30	no	-61	no	no	cellular
29492	51	no	1270	no	no	cellular
29493	31	no	137	no	no	cellular
29494	26	no	252	no	no	cellular
29495	41	no	-29	no	no	cellular
29496	52	no	408	no	no	cellular
29497	30	no	1923	no	yes	cellular
29498	32	no	2213	no	no	cellular
29499	49	no	145	yes	no	cellular
29500	47	yes	-337	no	yes	cellular
29501	27	no	261	yes	no	cellular
29502	46	no	2202	yes	no	cellular
29503	28	no	-214	yes	no	cellular
29504	26	no	1274	no	no	telephone
29505	57	no	-676	yes	yes	cellular
29506	43	no	3578	no	no	cellular
29507	40	no	732	no	no	cellular
29508	32	no	317	yes	no	cellular
29509	38	no	531	no	no	cellular
29510	30	no	9	no	yes	cellular
29511	45	no	125	no	no	cellular
29512	27	no	-152	yes	yes	cellular
29513	44	no	-600	yes	yes	cellular
29514	27	no	18	no	no	cellular
29515	42	no	5717	no	no	cellular
29516	26	no	1996	no	no	cellular
29517	27	no	170	no	no	cellular
29518	29	no	370	yes	no	cellular
29519	31	no	403	no	no	cellular
29520	31	no	0	no	no	cellular
29521	29	no	266	yes	no	cellular
29522	55	no	574	yes	no	cellular
29523	56	no	29	no	no	cellular
29524	30	no	334	no	no	cellular
29525	43	no	99	no	no	cellular
29526	27	no	6424	no	no	cellular
29527	28	no	203	no	no	cellular
29528	44	no	488	no	yes	cellular
29529	30	no	24	yes	no	cellular
29530	34	no	-211	yes	no	cellular
29531	33	no	902	yes	no	cellular
29532	30	no	141	no	no	cellular
29533	28	no	1861	no	no	cellular
29534	36	no	1508	no	no	cellular
29535	30	no	743	no	no	cellular
29536	26	no	43	yes	yes	cellular
29537	28	no	24	yes	no	cellular
29538	30	no	350	no	no	cellular
29539	30	no	840	no	no	cellular
29540	27	no	1	no	no	cellular
29541	35	no	1836	no	no	cellular
29542	30	no	0	no	no	cellular
29543	48	no	657	no	yes	cellular
29544	34	no	297	yes	no	cellular
29545	35	yes	362	no	no	cellular
29546	33	no	772	yes	no	cellular
29547	26	no	145	no	no	cellular
29548	30	no	112	yes	no	cellular
29549	44	no	900	yes	no	cellular
29550	36	no	425	yes	yes	cellular
29551	57	no	1016	yes	no	cellular
29552	49	no	518	no	no	cellular
29553	38	no	220	yes	no	cellular
29554	26	no	352	no	no	cellular
29555	29	no	1366	yes	no	cellular
29556	32	no	356	yes	no	cellular
29557	54	no	0	yes	yes	cellular
29558	26	no	335	no	no	telephone
29559	37	no	414	no	no	cellular
29560	37	no	6	no	no	cellular
29561	29	no	536	no	no	cellular
29562	50	no	2142	yes	no	cellular
29563	34	no	2045	no	no	cellular
29564	40	no	822	yes	yes	cellular
29565	36	no	948	no	yes	cellular
29566	32	no	337	yes	no	cellular
29567	48	no	101	yes	no	cellular
29568	36	no	0	yes	no	cellular
29569	31	no	15	no	yes	cellular
29570	53	no	127	no	no	cellular
29571	30	no	133	yes	no	cellular
29572	41	no	140	yes	no	cellular
29573	31	no	-250	no	yes	cellular
29574	33	no	2	no	no	cellular
29575	45	no	-55	no	no	cellular
29576	52	no	967	no	no	cellular
29577	31	no	304	no	no	cellular
29578	27	yes	81	no	yes	cellular
29579	47	no	613	yes	no	cellular
29580	37	no	1284	yes	no	cellular
29581	48	yes	-6	no	no	cellular
29582	33	no	56	yes	no	cellular
29583	51	no	-898	no	no	cellular
29584	27	no	102	yes	no	cellular
29585	31	no	702	no	yes	cellular
29586	30	no	3405	no	no	cellular
29587	38	no	99	no	no	telephone
29588	45	no	999	no	no	cellular
29589	37	no	410	no	no	cellular
29590	45	no	-407	yes	yes	cellular
29591	28	no	203	no	yes	cellular
29592	32	no	2291	yes	yes	cellular
29593	37	no	1120	yes	no	cellular
29594	31	no	312	no	no	cellular
29595	45	no	185	yes	no	cellular
29596	48	no	998	yes	no	cellular
29597	47	no	263	yes	yes	cellular
29598	29	no	12	yes	no	cellular
29599	46	no	5	yes	yes	cellular
29600	31	no	0	yes	no	cellular
29601	30	yes	-261	yes	no	cellular
29602	57	no	939	no	yes	telephone
29603	33	no	554	yes	no	cellular
29604	33	no	303	no	no	cellular
29605	31	no	519	yes	no	cellular
29606	45	no	25	no	no	cellular
29607	32	no	-460	yes	yes	cellular
29608	46	no	593	yes	no	cellular
29609	37	no	796	yes	no	telephone
29610	27	no	1049	no	no	telephone
29611	38	no	358	no	no	cellular
29612	57	no	77	yes	yes	cellular
29613	33	no	-53	no	no	cellular
29614	57	no	2550	no	no	cellular
29615	47	no	1225	yes	yes	cellular
29616	44	no	133	no	no	cellular
29617	41	no	869	no	no	cellular
29618	39	no	4023	yes	no	cellular
29619	38	no	211	yes	no	cellular
29620	28	no	8	yes	no	cellular
29621	31	no	0	no	no	cellular
29622	39	no	1333	yes	yes	cellular
29623	31	no	10	yes	yes	cellular
29624	49	no	61	yes	no	cellular
29625	33	no	880	yes	yes	cellular
29626	28	no	298	no	no	cellular
29627	32	no	316	yes	no	cellular
29628	31	no	0	no	no	telephone
29629	39	no	360	yes	no	cellular
29630	28	no	775	no	no	cellular
29631	54	no	263	no	yes	telephone
29632	26	no	211	no	no	cellular
29633	39	no	472	yes	no	cellular
29634	33	no	-96	no	no	cellular
29635	35	no	297	yes	no	cellular
29636	31	no	99	yes	no	cellular
29637	32	no	0	no	no	cellular
29638	26	no	249	yes	no	cellular
29639	39	no	33	no	no	cellular
29640	31	no	1724	yes	no	telephone
29641	31	no	442	yes	no	cellular
29642	37	no	-70	no	yes	cellular
29643	46	no	-154	yes	yes	cellular
29644	56	no	2666	yes	yes	cellular
29645	26	no	1200	no	no	cellular
29646	27	no	223	no	yes	cellular
29647	39	no	656	no	no	cellular
29648	34	no	1137	no	no	cellular
29649	27	no	139	no	no	cellular
29650	31	no	498	no	no	cellular
29651	29	no	475	no	no	cellular
29652	31	no	3466	yes	no	telephone
29653	32	no	678	no	no	telephone
29654	29	no	115	no	no	cellular
29655	39	no	313	no	yes	cellular
29656	29	no	-346	no	no	cellular
29657	30	no	1712	no	no	cellular
29658	29	no	1218	no	no	cellular
29659	39	no	163	yes	no	cellular
29660	28	no	1166	no	yes	cellular
29661	28	no	185	no	no	cellular
29662	27	yes	13	no	no	cellular
29663	32	no	-509	yes	no	cellular
29664	34	no	1310	no	no	telephone
29665	34	no	-422	yes	no	cellular
29666	30	no	6683	no	no	cellular
29667	36	no	1053	yes	no	telephone
29668	31	no	297	no	no	cellular
29669	44	no	1308	no	no	cellular
29670	28	no	-26	no	yes	cellular
29671	35	no	6411	yes	yes	cellular
29672	32	no	605	yes	no	cellular
29673	44	no	1139	yes	no	cellular
29674	27	no	1304	no	no	cellular
29675	35	no	951	yes	no	cellular
29676	30	no	2212	yes	no	telephone
29677	26	no	1348	no	no	cellular
29678	47	no	697	yes	no	cellular
29679	36	no	583	no	no	cellular
29680	46	no	802	yes	no	cellular
29681	57	no	641	no	yes	telephone
29682	34	no	34	no	no	cellular
29683	47	no	168	yes	no	telephone
29684	41	no	2007	yes	no	cellular
29685	36	no	-35	no	no	cellular
29686	34	no	508	no	no	cellular
29687	29	no	-205	no	no	cellular
29688	28	no	-247	yes	yes	cellular
29689	29	no	1751	no	no	cellular
29690	60	no	-71	yes	yes	cellular
29691	51	no	16	yes	no	cellular
29692	46	no	2052	no	no	cellular
29693	26	no	49	no	no	cellular
29694	26	no	543	no	no	cellular
29695	35	no	49	no	no	cellular
29696	28	no	242	yes	no	cellular
29697	41	no	3234	yes	no	cellular
29698	38	no	1495	yes	no	cellular
29699	42	no	199	no	no	cellular
29700	49	no	342	no	no	cellular
29701	27	no	261	yes	yes	cellular
29702	59	no	879	yes	no	cellular
29703	27	no	625	no	no	cellular
29704	29	no	737	yes	yes	cellular
29705	29	no	192	no	no	cellular
29706	29	no	404	no	no	cellular
29707	35	no	364	no	yes	cellular
29708	35	no	2144	yes	no	cellular
29709	34	no	1301	yes	no	cellular
29710	47	no	405	yes	no	cellular
29711	36	no	98	no	no	cellular
29712	33	no	1173	no	no	cellular
29713	26	no	3154	yes	yes	cellular
29714	34	no	975	yes	no	cellular
29715	35	no	505	no	yes	cellular
29716	26	no	157	yes	no	cellular
29717	27	no	116	no	no	cellular
29718	32	no	0	no	no	cellular
29719	31	no	236	yes	no	cellular
29720	32	no	1630	yes	no	cellular
29721	29	no	202	no	no	cellular
29722	33	no	525	yes	yes	cellular
29723	28	no	69	no	no	cellular
29724	32	no	578	yes	no	cellular
29725	40	no	80	yes	no	cellular
29726	42	no	60	yes	yes	cellular
29727	27	no	92	yes	no	cellular
29728	60	no	663	no	yes	cellular
29729	29	no	196	no	no	cellular
29730	29	no	957	yes	yes	cellular
29731	34	no	2257	no	yes	telephone
29732	27	no	1566	no	no	cellular
29733	42	no	308	no	no	cellular
29734	56	no	1745	yes	no	cellular
29735	32	no	717	no	no	cellular
29736	43	no	540	yes	no	cellular
29737	54	no	1555	yes	no	telephone
29738	27	no	3060	no	no	cellular
29739	58	no	0	no	yes	cellular
29740	36	no	5	yes	no	cellular
29741	38	no	76	no	no	cellular
29742	36	no	4148	no	no	cellular
29743	38	no	-51	no	yes	cellular
29744	38	no	441	yes	no	cellular
29745	45	no	440	no	no	cellular
29746	50	no	0	no	no	cellular
29747	56	no	4	yes	yes	cellular
29748	39	no	976	yes	no	cellular
29749	31	no	288	no	no	cellular
29750	42	no	473	yes	no	cellular
29751	26	no	828	yes	no	cellular
29752	42	no	936	no	no	cellular
29753	47	no	2500	no	no	cellular
29754	31	no	887	no	no	cellular
29755	51	no	58	yes	no	cellular
29756	55	no	23	no	no	cellular
29757	42	no	640	no	no	cellular
29758	49	no	827	yes	no	cellular
29759	55	no	851	yes	no	cellular
29760	39	no	1492	yes	no	cellular
29761	46	no	417	yes	no	cellular
29762	45	no	2363	no	no	cellular
29763	54	no	285	yes	yes	telephone
29764	58	no	364	yes	no	cellular
29765	55	no	3982	no	no	cellular
29766	55	no	905	no	no	cellular
29767	56	no	670	no	no	cellular
29768	51	no	5699	yes	no	cellular
29769	27	no	1081	no	yes	cellular
29770	57	no	4908	no	no	cellular
29771	32	no	604	no	no	cellular
29772	31	no	1384	yes	no	cellular
29773	60	no	2552	no	yes	cellular
29774	46	no	198	yes	no	cellular
29775	34	no	351	no	no	cellular
29776	39	no	953	no	no	cellular
29777	26	no	187	no	no	cellular
29778	27	no	1277	no	no	cellular
29779	46	no	332	no	no	cellular
29780	51	no	527	yes	no	cellular
29781	52	no	109	yes	no	cellular
29782	31	no	315	no	no	cellular
29783	26	no	265	no	no	cellular
29784	33	no	457	yes	no	cellular
29785	53	no	7	no	no	cellular
29786	33	no	572	yes	no	cellular
29787	34	no	443	no	no	cellular
29788	45	no	-28	no	yes	cellular
29789	40	no	628	no	no	cellular
29790	34	no	102	no	no	cellular
29791	51	no	0	no	no	cellular
29792	56	no	642	yes	no	cellular
29793	33	no	1194	yes	no	cellular
29794	58	no	911	yes	no	cellular
29795	37	no	5742	yes	yes	cellular
29796	36	no	160	yes	no	cellular
29797	47	no	1692	yes	no	cellular
29798	27	no	149	no	yes	cellular
29799	38	no	0	yes	yes	cellular
29800	27	no	49	yes	no	cellular
29801	40	no	1554	no	no	cellular
29802	36	no	511	yes	yes	cellular
29803	30	no	167	no	no	cellular
29804	50	no	717	yes	no	cellular
